TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
e002018,41,여,30,6,1,2,2,3,,3,6,3,2,42,42210,42,42150,42,42830,2,1,1,1,1,1,6,4,경기도,서울,2인 가족 여행,2023-06-10~2023-06-10,7,5,1,1
e003758,41,여,20,7,2,1,1,12,,4,,3,2,42,42150,11,11440,26,26170,5,1,2,1,2,2,1,3,경기도,서울,3인 이상 여행(가족 외),2023-06-24~2023-06-25,3,1,7,2
e008322,41,남,30,6,1,2,4,2,,5,9,2,1,41,41130,11,11680,46,46130,2,6,2,3,2,6,1,6,경기도,서울,자녀 동반 여행,2023-08-27~2023-08-27,1,3,2,3
e006915,11,여,40,5,1,2,3,3,,5,8,2,2,41,41280,47,47920,41,41570,6,4,6,6,6,5,6,5,서울특별시,경기,자녀 동반 여행,2023-08-19~2023-08-19,3,2,1,2
e004451,41,여,40,5,1,2,3,3,,5,7,2,4,42,42230,41,41360,50,50130,2,6,2,3,2,6,2,6,경기도,서울,나홀로 여행,2023-07-02~2023-07-02,8,2,1,0
e006955,28,남,30,6,2,2,3,5,,5,5,2,2,28,28200,28,28177,28,28185,2,6,4,2,2,4,6,2,인천광역시,경기,자녀 동반 여행,2023-08-26~2023-08-26,3,1,7,2
e000009,28,여,30,5,1,1,3,3,,4,12,2,1,42,42150,11,11440,41,41650,3,2,3,3,2,6,4,7,인천광역시,경기,2인 여행(가족 외),2023-04-29~2023-04-30,3,1,2,1
e010608,11,남,20,4,1,1,4,12,,1,12,3,6,41,41280,43,43150,41,41570,7,5,2,2,2,3,6,2,서울특별시,경기,2인 여행(가족 외),2023-08-25~2023-08-25,1,3,7,1
e003844,11,여,60,6,1,2,4,2,,5,9,2,1,42,42150,42,42210,41,41360,4,4,4,3,3,4,3,3,서울특별시,인천,3대 동반 여행(친척 포함),2023-06-24~2023-06-24,2,3,9,7
e000993,45,여,20,6,1,1,3,2,,5,9,2,1,26,26500,11,11230,45,45710,5,6,7,2,2,2,2,5,전라북도,인천,2인 여행(가족 외),2023-05-26~2023-05-29,4,7,2,1
e006030,11,여,30,6,1,2,2,3,,5,7,4,1,50,50130,42,42230,26,26350,1,1,1,4,4,3,4,4,서울특별시,인천,2인 여행(가족 외),2023-08-28~2023-08-29,2,1,3,1
e007746,42,여,20,6,1,1,4,2,,5,8,2,1,30,30140,26,26380,11,11140,4,2,2,4,5,5,6,7,강원도,서울,2인 여행(가족 외),2023-08-19~2023-08-19,7,5,1,1
e001532,11,여,20,5,1,1,4,13,,4,8,2,1,11,11590,50,50130,26,26500,4,2,2,3,3,3,4,3,서울특별시,경기,나홀로 여행,2023-06-03~2023-06-03,1,,,0
e000826,41,여,50,7,1,2,3,2,,5,9,2,2,41,41800,42,42750,28,28710,2,1,2,1,2,6,2,6,경기도,경기,3인 이상 여행(가족 외),2023-05-26~2023-05-29,3,2,6,2
e006032,11,남,30,5,1,1,4,3,,5,12,2,1,42,42830,26,26350,50,50110,1,1,2,4,4,2,4,6,서울특별시,경기,2인 여행(가족 외),2023-07-30~2023-07-30,1,7,2,1
e007779,41,여,20,6,1,1,1,3,,4,,2,1,42,42150,48,48310,47,47720,1,1,1,4,4,4,6,6,경기도,경기,나홀로 여행,2023-08-26~2023-08-26,6,7,1,0
e002582,41,여,60,4,1,1,2,4,,3,5,3,3,11,11110,41,41110,41,41590,4,4,6,2,4,4,4,4,경기도,서울,자녀 동반 여행,2023-06-18~2023-06-19,3,8,2,1
e007277,41,남,60,7,1,2,4,2,,3,8,3,3,42,42210,50,50110,41,41820,1,4,4,4,1,4,4,4,경기도,경기,3인 이상 여행(가족 외),2023-08-19~2023-08-19,3,2,1,9
e003773,41,남,30,5,1,1,3,3,,4,9,2,1,42,42210,50,50130,28,28710,1,1,5,2,1,4,7,7,경기도,경기,2인 여행(가족 외),2023-07-04~2023-07-05,1,2,4,1
e001344,41,남,30,8,2,2,2,12,,6,12,2,2,41,41610,28,28110,41,41110,1,3,3,4,3,1,4,7,경기도,인천,2인 가족 여행,2023-05-28~2023-05-28,2,3,1,1
e003968,11,여,20,6,1,1,1,2,,4,,3,3,50,50110,41,41360,11,11560,3,2,5,3,1,6,2,2,서울특별시,경기,2인 여행(가족 외),2023-07-07~2023-07-08,1,2,3,1
e003162,26,여,30,5,1,1,4,13,,4,11,3,5,50,50130,50,50110,47,47130,4,6,2,1,1,6,6,5,부산광역시,서울,나홀로 여행,2023-06-17~2023-06-18,2,1,7,0
e007833,11,남,30,6,1,2,6,3,,5,7,1,1,42,42770,42,42750,41,41280,3,4,4,5,6,4,4,4,서울특별시,인천,자녀 동반 여행,2023-08-20~2023-08-20,7,8,1,5
e001449,41,여,30,6,1,2,3,3,,4,8,2,2,42,42210,28,28200,11,11140,7,7,7,4,4,7,6,2,경기도,인천,자녀 동반 여행,2023-06-03~2023-06-03,1,3,2,2
e001426,41,여,30,5,1,1,1,13,,1,,3,3,42,42210,42,42150,50,50130,1,1,7,1,1,7,7,7,경기도,경기,나홀로 여행,2023-06-05~2023-06-05,2,1,4,0
e013062,41,남,20,6,1,1,1,5,,4,,3,2,42,42150,47,47130,28,28245,2,2,2,2,2,5,2,3,경기도,서울,2인 여행(가족 외),2023-09-05~2023-09-05,3,9,1,1
e000803,11,남,30,6,1,2,4,3,,10,10,2,1,41,41280,42,42730,41,41590,3,4,3,2,7,3,6,3,서울특별시,경기,자녀 동반 여행,2023-05-21~2023-05-21,8,7,3,3
e006423,28,남,30,6,1,1,1,3,,6,,3,1,11,11680,41,41570,41,41110,7,6,6,6,6,6,4,5,인천광역시,경기,나홀로 여행,2023-08-17~2023-08-17,7,2,,0
e004336,11,남,30,6,1,1,4,4,,2,10,3,2,50,50110,42,42150,28,28710,4,6,2,7,2,1,1,6,서울특별시,경기,나홀로 여행,2023-06-30~2023-06-30,1,7,10,0
e004845,28,남,30,6,1,1,3,3,,4,6,3,2,11,11140,26,26200,41,41280,4,7,4,2,6,4,1,4,인천광역시,서울,나홀로 여행,2023-07-10~2023-07-10,2,8,1,0
e000379,11,남,40,6,1,2,3,3,,7,10,3,4,50,50130,26,26380,31,31140,4,1,4,1,4,4,1,3,서울특별시,경기,자녀 동반 여행,2023-05-28~2023-05-28,1,3,9,2
e004623,41,남,20,6,1,1,1,3,,6,,3,8,26,26350,47,47130,42,42150,2,3,4,5,4,2,6,3,경기도,인천,2인 여행(가족 외),2023-07-16~2023-07-17,2,3,7,1
e010097,41,여,30,6,1,2,2,2,,6,9,3,4,42,42210,50,50110,41,41650,2,2,2,2,2,2,6,6,서울특별시,경기,2인 가족 여행,2023-08-25~2023-08-25,1,2,3,1
e005575,41,여,30,6,1,2,3,11,,1,5,1,1,46,46130,48,48840,42,42820,4,3,2,4,2,2,4,4,경기도,서울,자녀 동반 여행,2023-08-04~2023-08-04,3,8,10,1
e004455,11,남,20,5,1,1,3,3,,4,11,2,2,50,50110,47,47130,42,42150,3,2,5,3,1,3,5,6,서울특별시,경기,3인 이상 여행(가족 외),2023-07-22~2023-07-23,3,1,2,5
e003609,41,남,20,4,1,1,6,7,,5,5,2,2,11,11680,50,50110,26,26320,4,2,2,2,2,2,2,2,경기도,서울,2인 여행(가족 외),2023-07-01~2023-07-01,2,7,5,1
e004141,30,남,20,7,2,1,1,2,,3,,2,3,43,43730,11,11560,46,46110,2,1,1,1,2,2,6,7,대전광역시,서울,2인 여행(가족 외),2023-07-01~2023-07-02,7,1,3,1
e003530,41,여,30,6,1,2,3,2,,5,9,1,5,50,50110,41,41820,44,44180,4,2,4,2,4,4,4,4,경기도,경기,자녀 동반 여행,2023-06-18~2023-06-18,7,8,3,2
e006833,11,남,30,8,1,2,4,3,,6,7,3,3,42,42150,41,41830,43,43150,2,4,2,4,5,3,3,5,서울특별시,경기,자녀 동반 여행,2023-08-26~2023-08-26,3,2,1,3
e008283,11,남,40,6,1,1,1,4,,6,,2,2,48,48220,42,42210,46,46130,3,2,4,3,3,3,4,3,서울특별시,경기,2인 여행(가족 외),2023-08-20~2023-08-20,7,8,1,1
e006874,41,여,50,6,1,2,2,11,,1,7,2,1,50,50130,47,47280,43,43130,3,4,3,1,2,4,5,1,경기도,경기,나홀로 여행,2023-08-17~2023-08-17,1,8,2,0
e002558,11,여,40,6,1,1,1,13,,4,,3,1,50,50130,50,50110,44,44180,4,4,4,3,4,4,5,3,서울특별시,경기,3인 이상 여행(가족 외),2023-06-10~2023-06-11,3,1,,4
e003868,41,남,40,6,1,2,4,2,,5,10,2,2,41,41110,42,42150,43,43760,2,6,6,2,2,6,2,7,경기도,경기,자녀 동반 여행,2023-06-25~2023-06-25,1,6,2,3
e007272,42,여,40,5,1,2,5,3,,5,8,2,2,42,42210,42,42230,11,11440,4,4,4,4,4,4,4,4,강원도,서울,자녀 동반 여행,2023-08-12~2023-08-12,3,7,1,5
e010660,11,남,20,6,5,1,1,12,,2,,3,2,50,50130,47,47130,26,26530,2,2,3,6,5,2,7,7,서울특별시,경기,2인 여행(가족 외),2023-08-24~2023-08-24,3,1,2,1
e011627,11,여,30,6,1,2,2,3,,5,7,3,4,42,42210,42,42830,28,28237,2,2,3,6,3,3,3,4,서울특별시,경기,2인 가족 여행,2023-08-26~2023-08-26,3,1,2,1
e000004,41,남,40,6,1,2,3,2,,7,8,2,1,50,50110,42,42210,42,42170,5,3,5,4,5,4,2,5,경기도,경기,자녀 동반 여행,2023-04-29~2023-04-30,1,3,,2
e002161,41,남,30,6,1,1,4,2,,5,12,3,2,28,28200,41,41590,50,50110,4,3,2,4,1,3,3,6,경기도,경기,나홀로 여행,2023-06-04~2023-06-05,1,2,4,0
e001936,28,남,20,6,1,1,1,3,,4,,1,1,11,11110,27,27110,26,26350,1,1,1,1,4,1,2,7,인천광역시,경기,2인 여행(가족 외),2023-05-31~2023-06-01,5,1,2,1
e008483,41,여,20,5,1,1,1,4,,4,,2,3,41,41170,50,50110,11,11170,4,4,3,4,4,4,4,4,경기도,서울,2인 여행(가족 외),2023-08-23~2023-08-23,1,5,3,1
e002231,11,남,20,5,2,1,5,12,,2,7,3,2,48,48120,26,26440,41,41190,7,5,3,6,2,5,1,6,서울특별시,경기,나홀로 여행,2023-06-06~2023-06-06,2,1,6,0
e008722,41,남,20,6,1,2,2,4,,5,7,2,3,50,50130,50,50110,42,42210,2,2,2,2,2,1,1,7,경기도,경기,2인 가족 여행,2023-08-31~2023-08-31,2,1,3,1
e000961,41,남,40,6,1,2,3,3,,7,7,2,4,41,41570,42,42230,42,42760,1,1,7,1,4,4,1,7,경기도,인천,3인 이상 여행(가족 외),2023-05-26~2023-05-30,3,2,9,3
e006359,11,여,40,7,1,1,1,2,,3,,3,2,11,11110,50,50130,30,30200,5,3,1,3,6,1,2,2,서울특별시,경기,3인 이상 여행(가족 외),2023-08-03~2023-08-03,2,3,,2
e000644,11,남,40,6,1,2,4,2,,5,5,3,5,42,42150,48,48840,45,45130,1,1,1,4,6,4,2,6,서울특별시,경기,자녀 동반 여행,2023-05-20~2023-05-21,2,1,8,3
e010233,11,여,20,6,1,1,3,2,,4,12,3,5,50,50130,50,50110,26,26500,2,2,7,3,2,7,2,2,서울특별시,경기,부모 동반 여행,2023-08-27~2023-08-27,3,1,4,2
e007357,11,남,50,6,5,2,4,9,,5,7,2,1,50,50110,42,42210,44,44150,4,2,3,2,2,2,3,7,서울특별시,경기,3인 이상 여행(가족 외),2023-08-13~2023-08-13,3,8,5,3
e009694,41,여,20,6,3,1,3,12,,2,9,2,3,42,42170,50,50110,11,11440,2,5,5,2,5,3,2,6,경기도,서울,2인 여행(가족 외),2023-08-29~2023-08-29,3,7,1,1
e000425,41,여,30,6,1,2,4,3,,6,11,2,1,50,50130,50,50110,42,42210,1,1,2,4,2,5,2,6,경기도,경기,자녀 동반 여행,2023-05-20~2023-05-20,5,1,10,3
e001182,11,여,40,6,1,2,4,13,,3,9,2,1,42,42150,42,42830,41,41650,3,3,5,4,4,3,3,4,서울특별시,경기,자녀 동반 여행,2023-06-09~2023-06-10,2,1,3,3
e011873,41,남,20,6,2,1,6,12,,2,5,2,3,50,50130,11,11500,42,42170,2,2,2,4,2,2,2,6,경기도,경기,2인 여행(가족 외),2023-08-28~2023-08-28,2,1,5,1
e004449,41,여,60,7,1,2,5,2,,4,7,2,1,42,42150,41,41820,50,50130,2,2,2,2,3,3,2,6,경기도,경기,3대 동반 여행(친척 포함),2023-07-09~2023-07-10,3,2,7,4
e003741,41,여,20,6,1,1,3,2,,4,6,3,3,42,42150,26,26350,42,42210,2,1,3,2,3,2,1,6,경기도,서울,2인 여행(가족 외),2023-06-24~2023-06-24,1,2,3,1
e003717,28,여,30,6,1,2,4,2,,5,10,2,1,41,41110,11,11710,44,44270,4,6,7,4,6,7,7,4,인천광역시,경기,자녀 동반 여행,2023-07-01~2023-07-02,7,1,5,3
e008133,28,여,40,5,4,1,3,3,,5,9,4,1,26,26710,42,42210,42,42230,4,2,5,1,4,3,6,4,서울특별시,경기,2인 여행(가족 외),2023-08-26~2023-08-26,1,3,2,1
e006439,41,여,30,6,1,2,3,2,,9,12,2,1,42,42110,50,50130,42,42150,4,4,3,2,4,3,3,4,경기도,서울,부모 동반 여행,2023-08-13~2023-08-13,3,9,8,5
e008307,41,여,50,6,1,2,4,11,,1,7,3,15,42,42150,50,50130,42,42210,1,1,3,3,2,3,2,3,경기도,경기,3인 이상 여행(가족 외),2023-08-23~2023-08-23,2,3,1,7
e004033,41,여,20,6,1,1,4,4,,3,9,2,1,50,50110,45,45110,26,26350,2,3,2,2,4,4,2,7,경기도,서울,나홀로 여행,2023-07-02~2023-07-02,1,2,7,0
e005370,43,여,40,4,1,2,5,9,,4,11,3,3,50,50110,42,42150,11,11680,4,1,1,1,1,1,2,3,충청북도,서울,2인 가족 여행,2023-07-22~2023-07-22,3,1,2,1
e009957,44,남,20,5,1,1,1,2,,4,,2,34,11,11680,30,30200,26,26320,4,5,1,5,4,4,4,4,충청남도,경기,2인 여행(가족 외),2023-08-26~2023-08-26,2,7,,1
e010937,11,여,20,7,1,1,4,3,,3,6,3,10,50,50130,42,42210,46,46130,2,4,1,4,5,2,7,7,서울특별시,경기,나홀로 여행,2023-08-29~2023-08-29,6,7,2,0
e000691,41,여,30,5,1,2,2,2,,4,9,3,6,42,42170,42,42230,26,26350,2,1,1,3,6,1,7,7,경기도,서울,2인 가족 여행,2023-05-21~2023-05-21,5,7,1,1
e002569,43,여,20,6,1,1,3,3,,4,4,3,5,50,50130,11,11680,26,26350,4,4,2,4,6,2,7,7,충청북도,서울,2인 여행(가족 외),2023-07-08~2023-07-09,1,2,8,1
e011581,28,여,20,4,1,1,1,12,,1,,3,2,50,50130,42,42150,26,26350,3,1,1,1,7,3,2,7,인천광역시,경기,나홀로 여행,2023-08-26~2023-08-26,1,7,5,0
e011417,41,여,20,6,1,1,3,2,,5,11,3,10,42,42210,48,48250,26,26710,4,3,6,2,2,2,2,6,경기도,서울,2인 여행(가족 외),2023-09-02~2023-09-02,7,5,1,1
e000395,41,여,40,8,5,2,3,2,,4,8,2,1,41,41390,42,42760,50,50110,2,3,2,4,4,4,6,5,경기도,인천,자녀 동반 여행,2023-05-20~2023-05-21,3,1,2,2
e012805,11,여,20,5,1,1,4,12,,5,12,3,6,11,11710,26,26350,27,27260,4,4,5,7,7,6,2,7,서울특별시,경기,2인 여행(가족 외),2023-09-11~2023-09-11,5,1,3,1
e010775,28,남,20,6,2,1,5,12,,1,8,3,4,50,50110,11,11110,26,26350,3,5,5,3,5,6,5,5,인천광역시,서울,2인 가족 여행,2023-08-29~2023-08-29,3,7,2,1
e012488,41,여,20,4,1,1,4,12,,2,9,3,4,50,50110,42,42210,26,26110,6,3,4,2,6,6,2,6,경기도,서울,나홀로 여행,2023-08-30~2023-08-30,7,1,2,0
e010442,11,남,20,6,1,1,4,12,,1,6,3,1,41,41460,50,50130,42,42150,6,6,2,2,5,6,3,5,서울특별시,경기,2인 여행(가족 외),2023-08-31~2023-08-31,3,2,1,1
e012636,41,여,30,5,1,1,4,3,,4,5,3,3,50,50130,47,47130,46,46130,4,1,1,1,1,6,1,7,경기도,서울,2인 가족 여행,2023-08-31~2023-08-31,7,1,,1
e005716,28,여,30,6,1,2,3,2,,3,8,3,10,41,41570,50,50110,42,42150,5,4,4,2,4,4,2,7,인천광역시,경기,자녀 동반 여행,2023-07-31~2023-07-31,3,1,7,2
e001052,28,여,30,5,1,1,3,3,,4,8,4,3,46,46730,46,46170,47,47170,2,2,1,1,2,3,3,7,인천광역시,서울,나홀로 여행,2023-05-28~2023-05-28,7,1,,0
e006924,41,남,40,6,1,2,5,3,,5,9,3,6,41,41830,41,41170,50,50110,2,2,3,2,2,3,4,5,경기도,경기,나홀로 여행,2023-08-19~2023-08-19,8,7,6,0
e000294,45,여,20,6,1,1,2,7,,3,3,1,3,26,26230,45,45130,47,47130,2,1,4,4,2,4,5,1,전라북도,경기,2인 여행(가족 외),2023-05-19~2023-05-21,3,2,1,1
e011007,41,여,30,5,1,2,4,4,,2,5,2,2,41,41250,41,41820,41,41630,1,6,4,5,6,6,3,5,경기도,경기,자녀 동반 여행,2023-08-26~2023-08-26,2,3,1,3
e009814,41,남,20,6,1,1,1,3,,7,,2,2,42,42170,41,41670,11,11680,2,2,2,2,6,2,2,7,경기도,서울,2인 여행(가족 외),2023-08-25~2023-08-25,3,9,2,1
e007497,11,남,30,6,1,1,4,3,,5,12,2,1,41,41280,28,28710,48,48310,1,4,3,3,4,5,3,3,서울특별시,인천,2인 여행(가족 외),2023-08-15~2023-08-15,3,2,1,1
e006528,41,여,20,4,1,1,3,13,,1,3,3,2,26,26350,42,42150,46,46130,2,2,2,3,3,3,2,6,경기도,서울,나홀로 여행,2023-08-29~2023-08-29,2,4,1,0
e003807,11,남,30,7,1,1,3,2,,5,9,3,4,26,26350,42,42830,42,42150,2,1,3,2,3,3,5,3,서울특별시,경기,2인 여행(가족 외),2023-07-01~2023-07-01,3,1,2,1
e005999,41,여,20,6,1,1,1,3,,4,,2,1,41,41360,41,41480,26,26350,2,1,1,6,5,2,3,7,경기도,서울,2인 여행(가족 외),2023-07-30~2023-07-30,1,3,7,1
e003115,41,여,30,5,1,2,3,2,,3,6,3,5,41,41820,42,42110,46,46790,2,1,4,3,4,2,2,6,경기도,경기,부모 동반 여행,2023-06-25~2023-06-26,2,9,1,3
e003262,41,여,20,6,1,1,4,13,,1,9,2,1,50,50110,42,42150,11,11170,3,2,2,4,2,3,1,6,경기도,서울,나홀로 여행,2023-06-17~2023-06-17,5,2,1,0
e007981,41,여,40,4,1,2,2,3,,4,8,2,1,42,42150,41,41460,46,46130,2,1,4,4,1,4,7,4,경기도,경기,3인 이상 여행(가족 외),2023-08-20~2023-08-20,2,1,3,3
e003388,41,남,20,4,1,1,3,13,,4,5,3,6,46,46130,27,27260,46,46170,4,4,4,4,4,4,4,4,경기도,경기,2인 여행(가족 외),2023-06-29~2023-06-30,4,3,2,1
e002235,45,남,30,6,1,2,3,2,,5,8,2,1,46,46130,46,46150,45,45800,2,5,6,5,2,5,5,3,전라북도,서울,2인 가족 여행,2023-06-04~2023-06-04,7,3,2,1
e008648,41,여,30,6,1,2,2,3,,4,7,2,1,41,41280,41,41130,44,44130,3,4,3,2,2,3,6,4,경기도,경기,2인 가족 여행,2023-08-27~2023-08-27,3,9,,1
e004905,43,여,40,6,1,2,4,4,,4,6,3,8,42,42210,46,46150,41,41460,6,2,2,6,6,6,2,6,충청북도,서울,자녀 동반 여행,2023-07-29~2023-07-31,7,1,8,1
e010355,11,여,40,7,1,1,1,2,,3,,3,3,50,50110,50,50130,42,42830,1,1,1,1,4,4,4,6,서울특별시,경기,3인 이상 여행(가족 외),2023-08-26~2023-08-26,1,2,7,3
e001233,11,여,30,6,1,2,2,2,,4,6,3,6,42,42150,41,41820,28,28110,6,2,2,4,5,1,1,4,서울특별시,인천,부모 동반 여행,2023-06-03~2023-06-04,5,2,9,3
e010560,28,여,40,6,1,2,3,3,,4,8,3,3,50,50130,42,42210,43,43150,2,3,2,1,1,1,6,4,인천광역시,서울,2인 가족 여행,2023-08-25~2023-08-25,8,3,,1
e011408,41,여,40,6,1,1,5,2,,4,11,3,5,41,41500,46,46110,45,45730,2,1,2,1,1,1,1,6,경기도,경기,3인 이상 여행(가족 외),2023-08-26~2023-08-26,1,4,2,2
e001321,41,여,30,6,1,1,1,3,,4,,3,4,41,41820,42,42150,11,11710,2,6,2,5,2,6,2,6,경기도,경기,나홀로 여행,2023-05-27~2023-05-27,8,2,,0
e003963,41,여,60,6,1,3,2,9,,2,4,3,1,41,41110,41,41370,26,26350,4,4,4,4,4,3,4,3,경기도,경기,2인 가족 여행,2023-06-24~2023-06-25,6,8,1,1
e000718,11,여,20,6,1,1,4,2,,4,5,2,2,50,50110,26,26710,48,48840,4,2,2,4,3,5,4,7,서울특별시,경기,나홀로 여행,2023-05-26~2023-05-27,5,1,2,0
e009224,41,여,30,6,1,1,2,4,,3,3,3,1,50,50130,26,26350,46,46730,7,6,5,2,3,1,2,3,경기도,인천,나홀로 여행,2023-08-22~2023-08-22,7,1,6,0
e006795,11,남,30,6,1,2,4,2,,6,7,3,6,41,41670,44,44270,44,44810,1,1,1,5,7,7,7,7,서울특별시,경기,자녀 동반 여행,2023-08-15~2023-08-15,1,3,7,3
e000919,11,남,40,6,1,2,2,1,,4,4,3,3,41,41830,41,41500,41,41480,2,2,6,6,6,2,2,2,서울특별시,경기,3인 이상 여행(가족 외),2023-05-24~2023-05-25,7,5,6,3
e004369,11,여,20,4,1,1,1,12,,2,,2,1,50,50110,11,11215,48,48250,1,1,1,4,2,3,6,7,서울특별시,인천,2인 여행(가족 외),2023-07-03~2023-07-04,3,7,2,1
e007778,41,남,30,5,1,1,3,13,,5,8,3,3,26,26350,48,48840,46,46130,6,5,3,5,5,5,3,2,경기도,서울,2인 여행(가족 외),2023-08-26~2023-08-26,3,2,7,1
e002541,11,남,30,6,1,2,2,2,,4,7,2,1,26,26350,28,28710,42,42210,3,3,5,5,5,5,6,5,서울특별시,경기,2인 여행(가족 외),2023-06-10~2023-06-11,7,3,2,1
e008514,11,남,20,6,1,1,3,2,,2,6,3,1,50,50130,45,45110,42,42150,5,2,2,4,4,3,2,6,서울특별시,경기,나홀로 여행,2023-08-22~2023-08-22,1,7,2,0
e003892,41,남,20,6,1,1,1,3,,4,,2,2,26,26500,47,47130,11,11110,1,1,1,5,6,2,5,6,경기도,서울,2인 여행(가족 외),2023-06-24~2023-06-25,3,8,1,1
e012583,41,여,30,6,1,1,4,13,,3,3,2,2,41,41830,42,42150,50,50130,2,6,2,3,3,6,6,6,경기도,경기,2인 여행(가족 외),2023-09-02~2023-09-02,2,8,3,1
e001254,41,여,60,6,1,3,5,11,,1,8,2,2,42,42730,42,42150,50,50130,4,1,4,3,1,4,7,4,경기도,경기,나홀로 여행,2023-05-30~2023-06-01,1,2,6,0
e005591,41,남,20,4,1,1,3,7,,6,12,2,1,42,42820,26,26350,41,41820,2,2,2,4,4,3,3,4,경기도,경기,부모 동반 여행,2023-08-03~2023-08-05,3,2,10,5
e010990,11,여,30,6,1,2,4,3,,4,6,2,1,48,48220,47,47830,41,41480,1,1,7,7,4,4,5,4,서울특별시,경기,자녀 동반 여행,2023-08-27~2023-08-27,6,1,2,3
e007631,11,남,20,6,1,1,3,12,,3,4,3,4,50,50130,42,42150,26,26710,6,2,3,2,6,3,5,7,서울특별시,경기,2인 여행(가족 외),2023-08-18~2023-08-18,3,1,7,1
e010673,41,여,30,4,1,2,4,11,,1,6,2,1,41,41480,42,42210,11,11410,2,4,4,4,3,4,4,4,경기도,경기,자녀 동반 여행,2023-08-26~2023-08-26,3,2,6,3
e008311,11,여,40,6,1,2,4,2,,4,8,2,2,41,41460,42,42170,44,44825,2,1,2,4,4,5,2,6,서울특별시,경기,자녀 동반 여행,2023-08-19~2023-08-19,3,1,2,3
e004142,41,남,30,6,1,2,3,11,,2,4,2,1,41,41480,28,28710,28,28260,4,4,5,4,4,5,3,5,경기도,경기,자녀 동반 여행,2023-07-16~2023-07-17,1,,,2
e004716,41,남,20,6,1,1,1,3,,2,,3,4,42,42150,50,50130,41,41830,1,1,6,6,2,6,6,1,경기도,경기,부모 동반 여행,2023-07-14~2023-07-16,1,2,3,2
e007207,44,남,20,5,2,1,4,12,,2,8,2,1,11,11650,50,50110,26,26110,4,5,3,4,3,5,4,5,충청남도,서울,2인 여행(가족 외),2023-08-25~2023-08-25,7,5,3,1
e007484,41,여,30,6,1,1,5,3,,4,12,3,3,11,11440,42,42830,26,26500,3,3,3,2,2,1,6,5,경기도,서울,3인 이상 여행(가족 외),2023-08-26~2023-08-26,6,3,1,3
e009180,11,남,20,6,1,1,1,12,,2,,2,2,11,11440,42,42150,27,27710,5,5,3,5,5,5,5,5,서울특별시,경기,2인 여행(가족 외),2023-08-25~2023-08-25,3,6,,1
e001888,11,남,30,6,1,2,4,3,,7,8,2,1,41,41280,30,30200,26,26350,1,1,4,4,1,5,1,6,서울특별시,경기,자녀 동반 여행,2023-06-06~2023-06-06,3,1,2,3
e000371,41,여,30,7,1,1,1,2,,8,,3,2,41,41360,11,11545,46,46730,7,5,6,7,6,5,7,6,경기도,서울,나홀로 여행,2023-05-26~2023-05-28,6,7,8,0
e009382,44,남,40,6,1,1,1,2,,4,,3,6,42,42210,26,26350,30,30200,6,4,1,3,5,6,2,5,충청남도,경기,3인 이상 여행(가족 외),2023-08-26~2023-08-26,5,7,1,5
e003102,11,남,30,6,1,1,1,3,,6,,2,3,30,30140,50,50130,26,26110,5,3,6,3,2,3,6,2,서울특별시,경기,2인 여행(가족 외),2023-06-30~2023-07-01,1,2,5,1
e008414,44,여,30,6,2,1,5,12,,1,9,3,2,26,26350,50,50110,11,11680,4,1,4,3,2,6,1,6,충청남도,서울,3인 이상 여행(가족 외),2023-08-29~2023-08-29,3,5,1,2
e007236,44,남,30,5,1,2,2,11,,1,5,3,2,50,50110,42,42150,48,48850,3,1,2,5,3,3,3,7,충청남도,경기,2인 가족 여행,2023-08-13~2023-08-13,1,7,3,1
e010220,41,여,20,8,1,1,1,2,,6,,3,4,50,50130,26,26350,48,48250,1,1,1,4,7,7,7,4,경기도,경기,나홀로 여행,2023-08-26~2023-08-26,1,6,7,0
e003394,11,여,30,5,1,2,3,3,,4,7,2,1,41,41280,42,42210,41,41820,2,4,4,3,4,4,5,5,서울특별시,경기,자녀 동반 여행,2023-06-17~2023-06-17,3,1,7,2
e005822,28,남,40,5,1,2,3,2,,2,6,1,1,41,41150,30,30200,42,42230,4,4,1,7,7,1,1,7,인천광역시,서울,자녀 동반 여행,2023-07-29~2023-07-29,6,8,1,2
e009465,41,여,30,5,1,2,4,11,,4,5,2,2,41,41460,42,42150,42,42230,4,4,1,3,5,5,2,3,경기도,서울,자녀 동반 여행,2023-08-23~2023-08-23,8,1,,3
